,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
554,2016.05.01,12537,"S09W91(939"",-149"")",α/β,Hax/Dso,0020/0070,01/05,-
555,2016.05.01,12539,"N17E24(-371"",337"")",β/β,Cao/Cao,0050/0030,06/02,C2.4(09:14)/ C1.2(10:40)
556,2016.05.01,12540,"N21E37(-536"",391"")",α/-,Hrx/---,0020/----,02/--,-
557,2016.05.01,12534,"N11W49(706"",224"")",/,/,/,/,-
558,2016.05.01,12538,"S04W22(357"",-4"")",/α,/Axx,/0000,/01,-
559,2016.05.02,12533,"S03W91(949"",-50"")",α/α,Hsx/Hsx,0070/0080,01/01,-
560,2016.05.02,12535,"N06W41(622"",148"")",α/β,Hax/Cao,0040/0030,03/03,-
561,2016.05.02,12536,"N16W25(387"",319"")",β/β,Dai/Dai,0150/0100,11/09,-
562,2016.05.02,12539,"N16E08(-127"",325"")",β/β,Eai/Cao,0100/0050,08/06,- / C2.5(23:30) C2.4(09:14)
563,2016.05.02,12540,"N21E24(-362"",397"")",α/α,Hrx/Hrx,0020/0020,03/02,C3.5(08:32)  / -
564,2016.05.02,12534,"N11W63(833"",210"")",/,/,/,/,-
565,2016.05.02,12538,"S04W37(573"",-14"")",/,/,/,/,-
566,2016.05.03,12535,"N07W56(784"",151"")",β/α,Cao/Hax,0030/0040,03/03,-
567,2016.05.03,12536,"N16W40(589"",309"")",β/β,Dao/Dai,0090/0150,09/11,-
568,2016.05.03,12539,"N16W07(111"",323"")",β/β,Eai/Eai,0070/0100,07/08,-
569,2016.05.03,12540,"N22E10(-153"",415"")",β/α,Bxo/Hrx,0010/0020,03/03,- / C3.5(08:32)
570,2016.05.03,12541,"N04E50(-728"",107"")",β/-,Bxo/---,0010/----,03/--,-
571,2016.05.03,12534,"N11W77(910"",195"")",/,/,/,/,-
572,2016.05.03,12538,"S04W52(749"",-27"")",/,/,/,/,-
573,2016.05.04,12535,"N07W69(882"",137"")",α/β,Hax/Cao,0020/0030,01/03,C1.3(13:41)  / -
574,2016.05.04,12536,"N15W52(725"",283"")",β/β,Dao/Dao,0070/0090,05/09,-
575,2016.05.04,12539,"N16W19(298"",319"")",β/β,Eao/Eai,0050/0070,07/07,-
576,2016.05.04,12541,"N04E38(-586"",115"")",β/β,Cro/Bxo,0020/0010,04/03,-
577,2016.05.04,12534,"N11W91(933"",179"")",/,/,/,/,-
578,2016.05.04,12538,"S04W67(874"",-42"")",/,/,/,/,-
579,2016.05.04,12540,"N22W04(61"",414"")",/β,/Bxo,/0010,/03,-
580,2016.05.05,12535,"N07W82(934"",123"")",α/α,Hax/Hax,0020/0020,01/01,- / C1.3(13:41)
581,2016.05.05,12536,"N15W65(833"",270"")",β/β,Dao/Dao,0070/0070,08/05,-
582,2016.05.05,12539,"N16W32(485"",311"")",β/β,Bxo/Eao,0010/0050,03/07,-
583,2016.05.05,12541,"N04E25(-402"",121"")",β/β,Cro/Cro,0020/0020,03/04,-
584,2016.05.05,12542,"N09E56(-780"",182"")",β/-,Cko/---,0250/----,02/--,-
585,2016.05.05,12538,"S04W80(934"",-55"")",/,/,/,/,-
586,2016.05.05,12540,"N22W17(258"",410"")",/,/,/,/,-
587,2016.05.06,12536,"N14W80(908"",239"")",α/β,Hsx/Dao,0020/0070,02/08,-
588,2016.05.06,12539,"N16W43(624"",303"")",α/β,Hrx/Bxo,0020/0010,04/03,-
589,2016.05.06,12541,"N04E14(-230"",123"")",β/β,Dro/Cro,0030/0020,06/03,-
590,2016.05.06,12542,"N10E42(-628"",208"")",β/β,Cso/Cko,0120/0250,03/02,-
591,2016.05.06,12535,"N07W91(942"",114"")",/α,/Hax,/0020,/01,-
592,2016.05.06,12538,"S04W91(947"",-67"")",/,/,/,/,-
593,2016.05.06,12540,"N22W31(455"",403"")",/,/,/,/,-
594,2016.05.07,12536,"N15W91(917"",244"")",α/α,Hsx/Hsx,0010/0020,01/02,-
595,2016.05.07,12539,"N17W52(717"",311"")",α/α,Axx/Hrx,0010/0020,02/04,-
596,2016.05.07,12541,"N04W00(0"",123"")",β/β,Bxi/Dro,0010/0030,10/06,C1.9(17:04)  / -
597,2016.05.07,12542,"N10E28(-440"",214"")",β/β,Cso/Cso,0150/0120,03/03,-
598,2016.05.07,12540,"N22W45(624"",393"")",/,/,/,/,-
599,2016.05.08,12536,"N15W91(917"",244"")",α/α,Hsx/Hsx,0010/0010,01/01,-
600,2016.05.08,12539,"N16W65(828"",284"")",α/α,Axx/Axx,0000/0010,01/02,-
601,2016.05.08,12541,"N04W14(230"",119"")",β/β,Cro/Bxi,0020/0010,05/10,- / C1.9(17:04)
602,2016.05.08,12542,"N11E14(-226"",234"")",α/β,Hax/Cso,0170/0150,04/03,-
603,2016.05.08,12540,"N22W59(756"",382"")",/,/,/,/,-
604,2016.05.09,12541,"N04W28(446"",113"")",α/β,Axx/Cro,0000/0020,01/05,-
605,2016.05.09,12542,"N12E02(-32"",250"")",β/α,Cao/Hax,0100/0170,08/04,-
606,2016.05.09,12543,"S06W02(33"",-46"")",β/-,Bxo/---,0010/----,03/--,-
607,2016.05.09,12539,"N16W79(896"",271"")",/α,/Axx,/0000,/01,-
608,2016.05.09,12540,"N22W73(842"",369"")",/,/,/,/,-
609,2016.05.10,12541,"N04W43(648"",103"")",α/α,Axx/Axx,0000/0000,01/01,-
610,2016.05.10,12542,"N12W11(177"",247"")",βγ/β,Dai/Cao,0150/0100,16/08,-
611,2016.05.10,12543,"S05W17(277"",-34"")",β/β,Dso/Bxo,0030/0010,07/03,-
612,2016.05.10,12544,"N21E46(-639"",373"")",β/-,Cro/---,0030/----,04/--,-
613,2016.05.10,12539,"N16W91(912"",260"")",/,/,/,/,-
614,2016.05.10,12540,"N22W87(879"",357"")",/,/,/,/,-
615,2016.05.11,12542,"N12W25(393"",241"")",βγ/βγ,Cao/Dai,0130/0150,15/16,-
616,2016.05.11,12543,"S05W29(460"",-39"")",βγ/β,Dao/Dso,0090/0030,10/07,-
617,2016.05.11,12544,"N20E31(-461"",365"")",β/β,Dso/Cro,0040/0030,04/04,-
618,2016.05.11,12545,"S21W09(139"",-295"")",α/-,Hrx/---,0010/----,01/--,-
619,2016.05.11,12540,"N22W91(879"",354"")",/,/,/,/,-
620,2016.05.11,12541,"N04W58(804"",92"")",/α,/Axx,/0000,/01,-
621,2016.05.12,12542,"N11W29(453"",223"")",β/βγ,Cai/Cao,0130/0130,12/15,-
622,2016.05.12,12543,"S05W33(516"",-42"")",β/βγ,Dai/Dao,0110/0090,09/10,-
623,2016.05.12,12544,"N21E27(-403"",381"")",β/β,Cso/Dso,0030/0040,06/04,-
624,2016.05.12,12545,"S21W15(230"",-297"")",β/α,Cro/Hrx,0030/0010,05/01,-
625,2016.05.12,12541,"N04W65(859"",86"")",/,/,/,/,-
626,2016.05.13,12542,"N10W50(717"",193"")",βγ/β,Dai/Cai,0160/0130,11/12,-
627,2016.05.13,12543,"S05W54(766"",-56"")",β/β,Dso/Dai,0080/0110,08/09,-
628,2016.05.13,12544,"N20E07(-109"",368"")",β/β,Cro/Cso,0020/0030,03/06,-
629,2016.05.13,12545,"S21W35(509"",-305"")",β/β,Dai/Cro,0090/0030,05/05,-
630,2016.05.13,12541,"N04W88(946"",67"")",/,/,/,/,-
631,2016.05.14,12542,"N10W64(841"",183"")",β/βγ,Dac/Dai,0160/0160,16/11,-
632,2016.05.14,12543,"S05W68(877"",-66"")",β/β,Dao/Dso,0040/0080,06/08,C5.4(15:15) C8.4(11:28)C2.8(09:26)C2.5(09:21) / -
633,2016.05.14,12544,"N21W03(46"",381"")",β/β,Cro/Cro,0020/0020,06/03,-
634,2016.05.14,12545,"S21W49(670"",-313"")",β/β,Cao/Dai,0070/0090,08/05,-
635,2016.05.14,12541,"N04W91(946"",65"")",/,/,/,/,-
636,2016.05.15,12542,"N10W78(914"",173"")",β/β,Dac/Dac,0140/0160,12/16,-
637,2016.05.15,12543,"S05W83(938"",-77"")",β/β,Cao/Dao,0020/0040,04/06,C3.1(08:18)C5.2(03:58)/ C5.4(15:15) C8.4(11:28)C2.8(09:26)
638,2016.05.15,12544,"N21W15(230"",378"")",β/β,Dao/Cro,0040/0020,10/06,C1.5(19:10) C3.2(15:19)C3.4(15:00)C1.2(13:55)C1.2(11:51)C1.3(09:48)C1.3(09:47)C1.4(04:57) / -
639,2016.05.15,12545,"S21W63(790"",-322"")",β/β,Cao/Cao,0060/0070,11/08,-
640,2016.05.15,12546,"S07E57(-791"",-93"")",α/-,Hhx/---,0250/----,01/--,-
641,2016.05.16,12542,"N11W91(930"",180"")",β/β,Cai/Dac,0110/0140,04/12,-
642,2016.05.16,12543,"S05W91(944"",-83"")",β/β,Cro/Cao,0030/0020,03/04,- / C3.1(08:18) C5.2(03:58)
643,2016.05.16,12544,"N21W29(430"",373"")",βγ/β,Dai/Dao,0150/0040,14/10,C1.9(15:21)C1.1(00:51)/ C1.5(19:10) C3.2(15:19)C3.4(15:00)C1.2(13:55)C1.2(11:51)C1.3(09:48)C1.3(09:47)C1.4(04:57)
644,2016.05.16,12545,"S21W79(869"",-332"")",β/β,Cao/Cao,0070/0060,04/11,-
645,2016.05.16,12546,"S07E43(-644"",-86"")",α/α,Hhx/Hhx,0410/0250,02/01,-
646,2016.05.17,12542,"N11W91(930"",180"")",α/β,Hsx/Cai,0030/0110,01/04,C1.2(04:00)  / -
647,2016.05.17,12543,"S05W91(944"",-83"")",α/β,Hsx/Cro,0010/0030,01/03,-
648,2016.05.17,12544,"N20W41(586"",352"")",βγ/βγ,Dai/Dai,0160/0150,20/14,- / C1.9(15:21) C1.1(00:51)
649,2016.05.17,12545,"S20W91(890"",-324"")",β/β,Cro/Cao,0020/0070,02/04,-
650,2016.05.17,12546,"S07E29(-458"",-82"")",α/α,Hhx/Hhx,0540/0410,02/02,-
651,2016.05.18,12544,"N22W55(721"",374"")",βγ/βγ,Cao/Dai,0120/0160,11/20,-
652,2016.05.18,12546,"S07E19(-307"",-81"")",β/α,Cho/Hhx,0540/0540,05/02,-
653,2016.05.19,12544,"N21W69(827"",351"")",β/βγ,Cso/Cao,0110/0120,06/11,-
654,2016.05.19,12546,"S07E05(-82"",-82"")",β/β,Cho/Cho,0480/0540,02/05,-
655,2016.05.20,12544,"N22W84(874"",357"")",α/β,Hsx/Cso,0080/0110,01/06,-
656,2016.05.20,12546,"S07W07(115"",-84"")",β/β,Cho/Cho,0440/0480,04/02,-
657,2016.05.20,12547,"S18W42(604"",-270"")",β/-,Bxo/---,0010/----,03/--,-
658,2016.05.21,12544,"N22W91(878"",354"")",α/α,Hsx/Hsx,0080/0080,01/01,-
659,2016.05.21,12546,"S07W21(338"",-87"")",β/β,Cho/Cho,0520/0440,09/04,C1.0(13:55)  / -
660,2016.05.21,12547,"S17W56(752"",-261"")",β/β,Bxo/Bxo,0010/0010,03/03,-
661,2016.05.22,12546,"S07W35(541"",-92"")",β/β,Cho/Cho,0550/0520,07/09,- / C1.0(13:55)
662,2016.05.22,12547,"S17W70(852"",-267"")",/β,/Bxo,/0010,/03,-
663,2016.05.23,12546,"S07W49(711"",-98"")",β/β,Cho/Cho,0480/0550,05/07,-
664,2016.05.23,12547,"S17W84(901"",-274"")",/,/,/,/,-
665,2016.05.24,12546,"S07W63(839"",-104"")",α/β,Hhx/Cho,0460/0480,03/05,C1.3(10:16)  / -
666,2016.05.24,12547,"S17W91(905"",-277"")",/,/,/,/,-
667,2016.05.25,12546,"S07W77(916"",-110"")",α/α,Hhx/Hhx,0450/0460,01/03,- / C1.3(10:16)
668,2016.05.25,12548,"N13W22(346"",234"")",β/-,Bxo/---,0010/----,03/--,-
669,2016.05.26,12546,"S07W89(939"",-114"")",α/α,Hhx/Hhx,0330/0450,01/01,C1.0(13:45)  / -
670,2016.05.26,12548,"N13W36(543"",229"")",β/β,Dao/Bxo,0050/0010,06/03,C1.1(13:31)  / -
671,2016.05.27,12546,"S07W91(939"",-115"")",α/α,Hhx/Hhx,0300/0330,01/01,- / C1.0(13:45)
672,2016.05.27,12548,"N13W50(708"",225"")",β/β,Dso/Dao,0120/0050,09/06,- / C1.1(13:31)
673,2016.05.28,12548,"N13W63(823"",220"")",β/β,Dsi/Dso,0130/0120,09/09,-
674,2016.05.29,12548,"N13W76(895"",216"")",β/β,Cso/Dsi,0120/0130,08/09,-
675,2016.05.29,12549,"S14E04(-64"",-215"")",β/-,Dro/---,0020/----,03/--,-
676,2016.05.30,12548,"N14W91(917"",228"")",α/β,Hsx/Cso,0060/0120,02/08,-
677,2016.05.30,12549,"S14W11(175"",-217"")",β/β,Cro/Dro,0020/0020,03/03,-
678,2016.05.31,12548,"N13W91(921"",212"")",α/α,Hsx/Hsx,0040/0060,01/02,-
679,2016.05.31,12549,"S14W23(359"",-220"")",β/β,Bxo/Cro,0010/0020,05/03,-
680,2016.05.31,12550,"N15W45(647"",252"")",β/-,Cro/---,0020/----,06/--,-
681,2016.05.31,12551,"N04W58(801"",71"")",β/-,Bxo/---,0010/----,04/--,-
682,2016.06.01,12549,"S13W28(434"",-204"")",α/β,Axx/Bxo,0000/0010,01/05,-
683,2016.06.01,12550,"N15W49(691"",251"")",β/β,Cro/Cro,0020/0020,04/06,-
684,2016.06.01,12551,"N04W62(834"",70"")",β/β,Dso/Bxo,0040/0010,05/04,-
685,2016.06.02,12550,"N15W72(869"",246"")",β/β,Bxo/Cro,0010/0020,04/04,-
686,2016.06.02,12551,"N04W85(939"",66"")",β/β,Cso/Dso,0060/0040,06/05,-
687,2016.06.02,12549,"S13W52(727"",-209"")",/α,/Axx,/0000,/01,-
688,2016.06.03,12550,"N15W86(911"",245"")",β/β,Bxo/Bxo,0010/0010,04/04,-
689,2016.06.03,12551,"N04W91(942"",65"")",β/β,Cso/Cso,0090/0060,03/06,-
690,2016.06.03,12549,"S13W66(842"",-211"")",/,/,/,/,-
691,2016.06.04,12549,"S13W73(881"",-211"")",/,/,/,/,-
692,2016.06.04,12550,"N15W91(912"",244"")",/β,/Bxo,/0010,/04,-
693,2016.06.05,12549,"S13W86(918"",-212"")",/,/,/,/,-
694,2016.06.08,12552,"N16W36(535"",257"")",β/-,Bxo/---,0010/----,02/--,-
695,2016.06.09,12552,"N17W49(683"",272"")",β/β,Cro/Bxo,0020/0010,05/02,C1.1(15:03) C1.4(12:28) / -
696,2016.06.10,12552,"N15W62(807"",240"")",βδ/β,Dac/Cro,0140/0020,12/05,- / C1.1(15:03) C1.4(12:28)
697,2016.06.11,12552,"N14W76(890"",226"")",βδ/βδ,Dai/Dac,0060/0140,07/12,C6.5(21:59)  / -
698,2016.06.11,12553,"S06E57(-789"",-105"")",α/-,Hsx/---,0120/----,01/--,-
699,2016.06.12,12552,"N15W89(912"",244"")",β/βδ,Dao/Dai,0150/0060,05/07,C1.8(20:30)/ C6.5(21:59)
700,2016.06.12,12553,"S06E42(-630"",-108"")",α/α,Hhx/Hsx,0270/0120,01/01,-
701,2016.06.12,12554,"N08W47(685"",122"")",β/-,Dro/---,0020/----,04/--,-
702,2016.06.13,12552,"N14W91(915"",228"")",β/β,Cao/Dao,0080/0150,02/05,- / C1.8(20:30)
703,2016.06.13,12553,"S06E42(-630"",-109"")",α/α,Hhx/Hhx,0330/0270,01/01,-
704,2016.06.13,12554,"N08W46(674"",122"")",β/β,Dao/Dro,0090/0020,06/04,-
705,2016.06.14,12553,"S06E28(-442"",-112"")",α/α,Hhx/Hhx,0290/0330,01/01,-
706,2016.06.14,12554,"N08W61(819"",124"")",β/β,Dao/Dao,0120/0090,06/06,-
707,2016.06.15,12553,"S07E04(-65"",-134"")",α/α,Hhx/Hhx,0290/0290,01/01,-
708,2016.06.15,12554,"N08W86(932"",130"")",β/β,Dso/Dao,0100/0120,05/06,-
709,2016.06.16,12553,"S07W08(130"",-136"")",α/α,Hhx/Hhx,0300/0290,01/01,-
710,2016.06.16,12554,"N08W91(934"",131"")",α/β,Hsx/Dso,0050/0100,01/05,-
711,2016.06.17,12553,"S07W23(367"",-136"")",α/α,Hhx/Hhx,0310/0300,02/01,-
712,2016.06.17,12555,"S09W71(882"",-155"")",β/-,Cao/---,0030/----,04/--,-
713,2016.06.18,12553,"S07W36(552"",-135"")",α/α,Hhx/Hhx,0300/0310,01/02,-
714,2016.06.18,12555,"S09W84(927"",-150"")",β/β,Cao/Cao,0080/0030,04/04,-
715,2016.06.18,12556,"N05E58(-799"",69"")",α/-,Hsx/---,0030/----,01/--,-
716,2016.06.19,12553,"S07W50(719"",-132"")",α/α,Hhx/Hhx,0250/0300,01/01,-
717,2016.06.19,12555,"S09W91(931"",-147"")",β/β,Bxo/Cao,0020/0080,03/04,-
718,2016.06.19,12556,"N05E43(-643"",62"")",α/α,Hsx/Hsx,0030/0030,01/01,-
719,2016.06.19,12557,"N10W07(113"",138"")",α/-,Axx/---,0010/----,01/--,-
720,2016.06.20,12553,"S07W63(836"",-128"")",α/α,Hhx/Hhx,0260/0250,01/01,-
721,2016.06.20,12556,"N06E29(-456"",73"")",α/α,Hsx/Hsx,0030/0030,01/01,-
722,2016.06.20,12557,"N09W21(335"",121"")",α/α,Axx/Axx,0010/0010,01/01,-
723,2016.06.20,12558,"N13W51(716"",195"")",β/-,Cso/---,0030/----,05/--,-
724,2016.06.21,12553,"S06W77(915"",-105"")",α/α,Hhx/Hhx,0250/0260,01/01,-
725,2016.06.21,12556,"N06E15(-243"",69"")",α/α,Hax/Hsx,0040/0030,01/01,-
726,2016.06.21,12558,"N13W64(827"",199"")",β/β,Cao/Cso,0020/0030,03/05,-
727,2016.06.21,12557,"N09W35(536"",123"")",/α,/Axx,/0010,/01,-
728,2016.06.22,12553,"S07W91(936"",-114"")",α/α,Hsx/Hhx,0190/0250,01/01,-
729,2016.06.22,12556,"N06E02(-32"",66"")",α/α,Hax/Hax,0010/0040,01/01,-
730,2016.06.22,12557,"N09W49(705"",126"")",/,/,/,/,-
731,2016.06.22,12558,"N13W78(900"",205"")",/β,/Cao,/0020,/03,-
732,2016.06.23,12553,"S06W91(938"",-97"")",α/α,Hsx/Hsx,0150/0190,01/01,-
733,2016.06.23,12556,"N05W11(180"",48"")",α/α,Hsx/Hax,0010/0010,01/01,-
734,2016.06.23,12557,"N09W63(832"",132"")",/,/,/,/,-
735,2016.06.23,12558,"N13W91(919"",212"")",/,/,/,/,-
736,2016.06.24,12556,"N05W26(413"",49"")",/α,/Hsx,/0010,/01,-
737,2016.06.24,12557,"N09W77(908"",139"")",/,/,/,/,-
738,2016.06.25,12556,"N05W41(618"",53"")",/,/,/,/,-
739,2016.06.25,12557,"N09W91(931"",148"")",/,/,/,/,-
740,2016.06.26,12556,"N05W54(762"",58"")",/,/,/,/,-
741,2016.06.27,12556,"N05W71(889"",68"")",/,/,/,/,-
742,2016.06.28,12556,"N05W86(937"",79"")",/,/,/,/,-
743,2016.07.06,12559,"N10W34(521"",116"")",β/-,Bxo/---,0010/----,02/--,-
744,2016.07.06,12560,"S08E41(-614"",-175"")",α/-,Axx/---,0010/----,01/--,-
745,2016.07.07,12560,"S08E28(-440"",-184"")",α/α,Axx/Axx,0010/0010,01/01,-
746,2016.07.07,12559,"N10W48(692"",124"")",/β,/Bxo,/0010,/02,-
747,2016.07.08,12561,"S16W59(778"",-290"")",β/-,Cro/---,0030/----,04/--,-
748,2016.07.08,12562,"S05E60(-815"",-113"")",α/-,Hsx/---,0030/----,01/--,-
749,2016.07.08,12559,"N10W62(821"",135"")",/,/,/,/,-
750,2016.07.08,12560,"S08E14(-226"",-191"")",/α,/Axx,/0010,/01,-
751,2016.07.09,12561,"S16W73(868"",-277"")",β/β,Cro/Cro,0020/0030,05/04,-
752,2016.07.09,12562,"S06E45(-665"",-143"")",β/α,Cao/Hsx,0050/0030,05/01,-
753,2016.07.09,12563,"N19E42(-598"",262"")",β/-,Bxo/---,0010/----,04/--,-
754,2016.07.09,12564,"N10E65(-843"",137"")",α/-,Hsx/---,0040/----,01/--,C2.6(15:49)  / -
755,2016.07.09,12559,"N10W76(902"",148"")",/,/,/,/,-
756,2016.07.09,12560,"S08W00(0"",-194"")",/,/,/,/,-
757,2016.07.10,12561,"S16W86(904"",-263"")",β/β,Bxo/Cro,0010/0020,03/05,-
758,2016.07.10,12562,"S06E32(-499"",-153"")",β/β,Cai/Cao,0060/0050,08/05,-
759,2016.07.10,12563,"N19E28(-420"",253"")",β/β,Cro/Bxo,0020/0010,06/04,-
760,2016.07.10,12564,"N09E49(-705"",105"")",β/α,Cao/Hsx,0080/0040,06/01,C8.6(00:53)/ C2.6(15:49)
761,2016.07.10,12559,"N10W90(928"",163"")",/,/,/,/,-
762,2016.07.10,12560,"S08W14(226"",-194"")",/,/,/,/,-
763,2016.07.11,12562,"S05E19(-307"",-145"")",β/β,Cao/Cai,0050/0060,05/08,-
764,2016.07.11,12563,"N19E18(-276"",247"")",β/β,Bxo/Cro,0020/0020,04/06,-
765,2016.07.11,12564,"N09E37(-562"",94"")",βγ/β,Dai/Cao,0120/0080,07/06,-
766,2016.07.11,12559,"N10W91(928"",164"")",/,/,/,/,-
767,2016.07.11,12560,"S08W28(440"",-190"")",/,/,/,/,-
768,2016.07.11,12561,"S16W91(906"",-258"")",/β,/Bxo,/0010,/03,-
769,2016.07.12,12562,"S06E05(-82"",-166"")",β/β,Cri/Cao,0030/0050,07/05,-
770,2016.07.12,12563,"N19E05(-78"",243"")",β/β,Bxo/Bxo,0020/0020,06/04,-
771,2016.07.12,12564,"N09E24(-380"",85"")",β/βγ,Dao/Dai,0070/0120,08/07,-
772,2016.07.12,12565,"N04E57(-791"",28"")",α/-,Hsx/---,0120/----,01/--,-
773,2016.07.12,12560,"S08W42(627"",-181"")",/,/,/,/,-
774,2016.07.13,12562,"S06W09(147"",-167"")",α/β,Hax/Cri,0050/0030,08/07,-
775,2016.07.13,12563,"N19W09(140"",242"")",β/β,Bxo/Bxo,0020/0020,06/06,-
776,2016.07.13,12564,"N09E10(-162"",79"")",α/β,Hax/Dao,0060/0070,08/08,-
777,2016.07.13,12565,"N04E44(-655"",15"")",α/α,Hkx/Hsx,0170/0120,01/01,-
778,2016.07.13,12560,"S08W56(776"",-170"")",/,/,/,/,-
779,2016.07.14,12562,"S06W23(368"",-164"")",α/α,Hrx/Hax,0030/0050,05/08,-
780,2016.07.14,12563,"N19W23(349"",245"")",β/β,Bxo/Bxo,0010/0020,02/06,-
781,2016.07.14,12564,"N09W04(65"",77"")",β/α,Cro/Hax,0030/0060,06/08,-
782,2016.07.14,12565,"N04E30(-472"",3"")",α/α,Hax/Hkx,0170/0170,01/01,-
783,2016.07.14,12560,"S08W70(879"",-155"")",/,/,/,/,-
784,2016.07.15,12562,"S06W34(526"",-159"")",α/α,Axx/Hrx,0010/0030,04/05,-
785,2016.07.15,12563,"N20W32(471"",264"")",α/β,Axx/Bxo,0010/0010,02/02,-
786,2016.07.15,12564,"N09W18(289"",78"")",α/β,Axx/Cro,0010/0030,05/06,-
787,2016.07.15,12565,"N04E19(-307"",-3"")",β/α,Cao/Hax,0220/0170,03/01,-
788,2016.07.15,12560,"S08W84(929"",-138"")",/,/,/,/,-
789,2016.07.16,12562,"S06W49(710"",-147"")",α/α,Axx/Axx,0010/0010,03/04,-
790,2016.07.16,12565,"N05E04(-65"",7"")",β/β,Cho/Cao,0290/0220,04/03,-
791,2016.07.16,12566,"N10E01(-16"",90"")",α/-,Axx/---,0000/----,01/--,-
792,2016.07.16,12567,"N05E14(-228"",9"")",βγδ/-,Dac/---,0190/----,13/--,C1.1(10:26) C1.0(09:19)C1.5(08:17)C6.8(06:57)C1.1(05:57)C2.0(05:40)C1.5(03:00)C1.7(02:46)C1.6(02:07)C1.0(01:13)C2.1(00:28) / -
793,2016.07.16,12568,"S15E25(-386"",-310"")",β/-,Dro/---,0020/----,02/--,-
794,2016.07.16,12560,"S08W91(934"",-129"")",/,/,/,/,-
795,2016.07.16,12563,"N20W46(639"",273"")",/α,/Axx,/0010,/02,-
796,2016.07.16,12564,"N09W32(495"",84"")",/α,/Axx,/0010,/05,-
797,2016.07.17,12565,"N04W08(131"",-9"")",β/β,Dho/Cho,0320/0290,05/04,C1.0(05:39) C1.4(05:36) / -
798,2016.07.17,12567,"N04E01(-16"",-10"")",βγ/βγδ,Dsc/Dac,0200/0190,10/13,C1.0(16:34)C1.3(01:36)/ C1.1(10:26) C1.0(09:19)C1.5(08:17)C6.8(06:57)C1.1(05:57)C2.0(05:40)C1.5(03:00)C1.7(02:46)C1.6(02:07)C1.0(01:13)
799,2016.07.17,12568,"S16E10(-158"",-332"")",β/β,Bxo/Dro,0010/0020,02/02,-
800,2016.07.17,12562,"S06W62(830"",-134"")",/α,/Axx,/0010,/03,-
801,2016.07.17,12563,"N20W60(769"",286"")",/,/,/,/,-
802,2016.07.17,12564,"N09W46(672"",95"")",/,/,/,/,-
803,2016.07.17,12566,"N10W13(209"",90"")",/α,/Axx,/0000,/01,-
804,2016.07.18,12565,"N05W22(353"",10"")",β/β,Cko/Dho,0350/0320,06/05,- / C1.4(05:36)
805,2016.07.18,12567,"N05W12(196"",6"")",βγ/βγ,Dhi/Dsc,0330/0200,14/10,C4.4(08:09)/ C6.6(21:31) C1.0(16:34)C1.3(01:36)
806,2016.07.18,12568,"S13W04(64"",-288"")",α/β,Axx/Bxo,0000/0010,01/02,-
807,2016.07.18,12562,"S06W75(907"",-118"")",/,/,/,/,-
808,2016.07.18,12563,"N20W74(853"",301"")",/,/,/,/,-
809,2016.07.18,12564,"N09W60(809"",108"")",/,/,/,/,-
810,2016.07.18,12566,"N10W27(423"",95"")",/,/,/,/,-
811,2016.07.19,12565,"N05W35(541"",17"")",β/β,Cko/Cko,0300/0350,06/06,C2.3(10:04) C2.2(10:00)C1.0(00:13) / -
812,2016.07.19,12566,"N10W39(586"",103"")",α/,Axx/,0000/,01/,-
813,2016.07.19,12567,"N05W25(398"",10"")",β/βγ,Dki/Dhi,0330/0330,15/14,C1.4(13:58)/ C4.4(08:09)
814,2016.07.19,12569,"N17E14(-219"",202"")",β/-,Dao/---,0030/----,06/--,-
815,2016.07.19,12562,"S06W88(938"",-101"")",/,/,/,/,-
816,2016.07.19,12563,"N20W88(886"",319"")",/,/,/,/,-
817,2016.07.19,12564,"N09W74(897"",125"")",/,/,/,/,-
818,2016.07.19,12568,"S13W18(285"",-286"")",/α,/Axx,/0000,/01,-
819,2016.07.20,12565,"N06W49(710"",45"")",β/β,Cko/Cko,0300/0300,08/06,C2.5(03:32)C1.3(01:20)/ C2.3(10:04) C2.2(10:00)C1.0(00:13)
820,2016.07.20,12567,"N05W38(580"",18"")",βγ/β,Dki/Dki,0390/0330,14/15,C4.2(03:08)C1.6(02:40)/ C1.4(13:58)
821,2016.07.20,12569,"N15E01(-15"",166"")",β/β,Cso/Dao,0030/0030,06/06,-
822,2016.07.20,12562,"S06W91(938"",-96"")",/,/,/,/,-
823,2016.07.20,12563,"N20W91(886"",322"")",/,/,/,/,-
824,2016.07.20,12564,"N09W88(931"",144"")",/,/,/,/,-
825,2016.07.20,12566,"N11W51(722"",129"")",/α,/Axx,/0000,/01,-
826,2016.07.20,12568,"S13W32(489"",-279"")",/,/,/,/,-
827,2016.07.21,12565,"N04W62(833"",27"")",β/β,Cko/Cko,0310/0300,08/08,M1.2(00:42)  / -
828,2016.07.21,12567,"N05W51(732"",30"")",β/βγ,Dki/Dki,0510/0390,16/14,C3.6(22:34)C1.2(17:00)C1.2(15:38)C2.2(13:30)C9.1(12:47)C7.2(11:06)C1.0(09:40)C1.6(04:09)M1.0(01:34)  / -
829,2016.07.21,12569,"N15W14(221"",167"")",α/β,Hrx/Cso,0030/0030,02/06,-
830,2016.07.21,12564,"N09W91(932"",148"")",/,/,/,/,-
