,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
575,2021.09.05,12867,"S18W88(904"",-295"")",α/-,Axx/---,0010/----,01/--,-
576,2021.09.05,12861,"N16W78(895"",236"")",/,/,/,/,-
577,2021.09.06,12863,"S16W22(343"",-368"")",β/β,Cso/Cso,0040/0090,04/05,-
578,2021.09.06,12864,"N24W16(240"",279"")",β/β,Dao/Dao,0090/0050,08/07,-
579,2021.09.06,12866,"S17E37(-549"",-368"")",β/β,Dai/Bxo,0080/0040,08/02,-
580,2021.09.06,12868,"S21E22(-334"",-443"")",β/-,Dso/---,0060/----,06/--,-
581,2021.09.06,12861,"N16W90(914"",260"")",/,/,/,/,-
582,2021.09.06,12865,"N23E02(-30"",259"")",/β,/Bxo,/0010,/03,-
583,2021.09.06,12867,"S18W91(904"",-289"")",/α,/Axx,/0010,/01,-
584,2021.09.07,12863,"S16W35(526"",-355"")",β/β,Cso/Cso,0100/0040,04/04,-
585,2021.09.07,12864,"N24W26(382"",286"")",β/β,Dao/Dao,0180/0090,10/08,-
586,2021.09.07,12866,"S18E25(-383"",-396"")",β/β,Dai/Dai,0220/0080,15/08,C1.1(09:29)  / -
587,2021.09.07,12868,"S22E12(-184"",-464"")",β/β,Dso/Dso,0220/0060,11/06,-
588,2021.09.07,12865,"N23W07(107"",260"")",/,/,/,/,-
589,2021.09.08,12863,"S17W47(667"",-355"")",α/β,Hsx/Cso,0080/0100,02/04,-
590,2021.09.08,12864,"N24W38(537"",298"")",β/β,Cso/Dao,0220/0180,10/10,- / C2.3(23:42)
591,2021.09.08,12866,"S18E14(-219"",-404"")",β/β,Dkc/Dai,0430/0220,23/15,C1.2(10:20)/ C1.1(09:29)
592,2021.09.08,12868,"S21W02(31"",-452"")",β/β,Dso/Dso,0240/0220,10/11,C1.1(03:04)  / -
593,2021.09.08,12865,"N23W21(315"",266"")",/,/,/,/,-
594,2021.09.09,12863,"S16W68(849"",-304"")",α/α,Hsx/Hsx,0080/0080,01/02,-
595,2021.09.09,12864,"N24W59(747"",328"")",α/β,Hsx/Cso,0110/0220,01/10,-
596,2021.09.09,12866,"S18W07(110"",-406"")",β/β,Dkc/Dkc,0500/0430,15/23,C3.5(08:09)/ C8.3(17:11) C1.2(10:20)
597,2021.09.09,12868,"S21W22(334"",-444"")",β/β,Dhi/Dso,0300/0240,17/10,- / C2.3(12:46) C1.1(03:04)
598,2021.09.09,12869,"S35W01(13"",-642"")",β/-,Bxo/---,0010/----,03/--,-
599,2021.09.09,12865,"N23W42(588"",287"")",/,/,/,/,-
600,2021.09.10,12863,"S16W80(902"",-280"")",α/α,Hsx/Hsx,0090/0080,02/01,-
601,2021.09.10,12864,"N24W76(845"",358"")",α/α,Hsx/Hsx,0100/0110,04/01,-
602,2021.09.10,12866,"S18W20(311"",-400"")",β/β,Dkc/Dkc,0500/0500,29/15,- / C3.5(08:09)
603,2021.09.10,12868,"S21W33(485"",-434"")",β/β,Dhi/Dhi,0260/0300,18/17,-
604,2021.09.10,12869,"S34W14(191"",-627"")",β/β,Cao/Bxo,0070/0010,10/03,-
605,2021.09.10,12870,"S31E43(-558"",-563"")",α/-,Axx/---,0010/----,01/--,-
606,2021.09.10,12865,"N23W56(728"",308"")",/,/,/,/,-
607,2021.09.11,12863,"S15W91(919"",-242"")",α/α,Hsx/Hsx,0070/0090,01/02,-
608,2021.09.11,12864,"N24W90(870"",384"")",β/α,Cso/Hsx,0080/0100,02/04,-
609,2021.09.11,12866,"S18W33(495"",-389"")",β/β,Dkc/Dkc,0460/0500,17/29,-
610,2021.09.11,12868,"S22W48(658"",-429"")",β/β,Dki/Dhi,0250/0260,20/18,C1.3(05:11)/ C1.1(20:48)
611,2021.09.11,12869,"S34W27(359"",-619"")",β/β,Cao/Cao,0060/0070,09/10,-
612,2021.09.11,12865,"N23W70(825"",332"")",/,/,/,/,-
613,2021.09.11,12870,"S31E32(-434"",-575"")",/α,/Axx,/0010,/01,-
614,2021.09.12,12863,"S17W91(910"",-274"")",α/α,Hsx/Hsx,0030/0070,01/01,-
615,2021.09.12,12864,"N24W91(870"",386"")",α/β,Hsx/Cso,0050/0080,01/02,-
616,2021.09.12,12866,"S18W47(664"",-370"")",β/β,Dkc/Dkc,0400/0460,17/17,-
617,2021.09.12,12868,"S19W63(804"",-359"")",β/β,Dki/Dki,0260/0250,21/20,- / C1.3(05:11)
618,2021.09.12,12869,"S35W41(513"",-617"")",β/β,Cao/Cao,0040/0060,03/09,-
619,2021.09.12,12865,"N23W84(873"",358"")",/,/,/,/,-
620,2021.09.12,12870,"S31E18(-253"",-586"")",/,/,/,/,-
621,2021.09.13,12866,"S19W57(757"",-370"")",β/β,Dai/Dkc,0180/0400,10/17,-
622,2021.09.13,12868,"S20W73(857"",-356"")",β/β,Dao/Dki,0200/0260,06/21,-
623,2021.09.13,12869,"S34W53(632"",-589"")",α/β,Axx/Cao,0010/0040,01/03,-
624,2021.09.13,12865,"N23W91(877"",371"")",/,/,/,/,-
625,2021.09.13,12870,"S31E06(-85"",-591"")",/,/,/,/,-
626,2021.09.14,12866,"S19W71(853"",-345"")",β/β,Dao/Dai,0100/0180,07/10,-
627,2021.09.14,12868,"S20W88(895"",-327"")",β/β,Cao/Dao,0100/0200,05/06,C1.1(06:40)  / -
628,2021.09.14,12869,"S19W70(848"",-347"")",/α,/Axx,/0010,/01,-
629,2021.09.14,12870,"S31W08(114"",-590"")",/,/,/,/,-
630,2021.09.15,12866,"S18W85(903"",-302"")",α/β,Hsx/Dao,0060/0100,03/07,-
631,2021.09.15,12868,"S22W91(883"",-352"")",/β,/Cao,/0100,/05,- / C1.1(06:40)
632,2021.09.15,12869,"S19W87(900"",-313"")",/,/,/,/,-
633,2021.09.15,12870,"S31W24(333"",-582"")",/,/,/,/,-
634,2021.09.16,12866,"S18W91(906"",-290"")",/α,/Hsx,/0060,/03,-
635,2021.09.16,12869,"S19W91(901"",-306"")",/,/,/,/,-
636,2021.09.16,12870,"S31W36(482"",-571"")",/,/,/,/,-
637,2021.09.17,12870,"S31W46(589"",-559"")",/,/,/,/,-
638,2021.09.18,12866,"S18W91(907"",-290"")",/-,/---,/----,/--,-
639,2021.09.18,12869,"S19W91(902"",-306"")",/-,/---,/----,/--,-
640,2021.09.18,12870,"S31W66(748"",-529"")",/,/,/,/,-
641,2021.09.19,12871,"S28E60(-731"",-497"")",α/-,Hsx/---,0030/----,01/--,C1.6(01:04)  / -
642,2021.09.19,12870,"S31W80(806"",-505"")",/,/,/,/,-
643,2021.09.20,12871,"S28E50(-647"",-513"")",β/α,Dao/Hsx,0060/0030,03/01,-
644,2021.09.20,12870,"S31W91(818"",-486"")",/,/,/,/,-
645,2021.09.21,12871,"S29E39(-527"",-541"")",β/β,Dao/Dao,0240/0060,06/03,C1.1(18:18)  / -
646,2021.09.21,12872,"N17E31(-472"",181"")",β/-,Cro/---,0030/----,07/--,-
647,2021.09.21,12873,"N26W18(266"",316"")",β/-,Bxi/---,0010/----,08/--,C1.8(11:43) C1.1(08:53) / -
648,2021.09.22,12871,"S27E29(-414"",-523"")",βδ/β,Dko/Dao,0310/0240,08/06,- / C1.1(18:18)
649,2021.09.22,12872,"N17E20(-313"",172"")",β/β,Bxo/Cro,0010/0030,04/07,-
650,2021.09.22,12873,"N26W29(417"",324"")",β/β,Dao/Bxi,0110/0010,08/08,- / C1.8(11:43)
651,2021.09.23,12871,"S28E14(-204"",-547"")",βδ/βδ,Dko/Dko,0250/0310,07/08,M1.8(15:23)M2.8(04:35)C5.3(04:17)M2.9(04:07)/ C1.1(20:04)
652,2021.09.23,12872,"N17E04(-64"",166"")",β/β,Cai/Bxo,0070/0010,09/04,-
653,2021.09.23,12873,"N24W46(630"",312"")",β/β,Dao/Dao,0080/0110,05/08,-
654,2021.09.23,12874,"S25W37(522"",-486"")",α/-,Hrx/---,0010/----,02/--,-
655,2021.09.23,12875,"S32W45(574"",-574"")",β/-,Bxo/---,0010/----,03/--,-
656,2021.09.24,12871,"S28W02(29"",-549"")",βγδ/βδ,Dao/Dko,0210/0250,11/07,C2.9(06:56)C1.0(20:34)/ M1.8(15:23)
657,2021.09.24,12872,"N17W12(190"",169"")",β/β,Cai/Cai,0120/0070,15/09,-
658,2021.09.24,12873,"N26W62(760"",367"")",β/β,Bxo/Dao,0010/0080,06/05,-
659,2021.09.24,12875,"S32W60(703"",-553"")",β/β,Bxo/Bxo,0010/0010,03/03,-
660,2021.09.24,12874,"S25W54(702"",-463"")",/α,/Hrx,/0010,/02,-
661,2021.09.25,12871,"S28W12(176"",-547"")",β/βγδ,Dao/Dao,0140/0210,08/11,C1.7(19:11) C1.0(11:10)C1.4(03:27) / -
662,2021.09.25,12872,"N17W26(402"",179"")",β/β,Cao/Cai,0080/0120,10/15,-
663,2021.09.25,12873,"N25W73(830"",371"")",β/β,Bxo/Bxo,0010/0010,02/06,-
664,2021.09.25,12875,"S33W72(763"",-547"")",β/β,Bxo/Bxo,0010/0010,02/03,-
665,2021.09.25,12876,"S22W10(154"",-462"")",β/-,Bxo/---,0010/----,03/--,-
666,2021.09.25,12874,"S25W68(804"",-441"")",/,/,/,/,-
667,2021.09.26,12871,"S28W26(371"",-538"")",β/β,Dac/Dao,0140/0140,09/08,C1.6(11:20)/ C1.7(19:11) C1.0(11:10)
668,2021.09.26,12872,"N18W38(562"",208"")",β/β,Cro/Cao,0060/0080,09/10,-
669,2021.09.26,12873,"N25W87(866"",396"")",/β,/Bxo,/0010,/02,C1.0(06:25)  / -
670,2021.09.26,12874,"S25W82(858"",-416"")",/,/,/,/,-
671,2021.09.26,12875,"S33W86(800"",-523"")",/β,/Bxo,/0010,/02,-
672,2021.09.26,12876,"S22W24(362"",-454"")",/β,/Bxo,/0010,/03,-
673,2021.09.27,12871,"S28W40(544"",-524"")",βγ/β,Dai/Dac,0090/0140,10/09,- / C1.6(11:20)
674,2021.09.27,12872,"N17W52(723"",211"")",β/β,Cro/Cro,0040/0060,07/09,-
675,2021.09.27,12877,"S17W14(222"",-385"")",β/-,Bxo/---,0010/----,04/--,-
676,2021.09.27,12878,"S23E20(-302"",-471"")",β/-,Cro/---,0030/----,06/--,-
677,2021.09.27,12873,"N25W91(867"",403"")",/,/,/,/,- / C1.0(06:25)
678,2021.09.27,12874,"S25W91(866"",-399"")",/,/,/,/,-
679,2021.09.27,12875,"S33W91(802"",-515"")",/,/,/,/,-
680,2021.09.27,12876,"S22W38(547"",-440"")",/,/,/,/,-
681,2021.09.28,12871,"S27W51(664"",-496"")",βγ/βγ,Cso/Dai,0070/0090,06/10,C1.6(05:54)  / -
682,2021.09.28,12877,"S18W24(371"",-393"")",β/β,Cro/Bxo,0020/0010,04/04,-
683,2021.09.28,12872,"N16W65(835"",216"")",/β,/Cro,/0040,/07,-
684,2021.09.28,12876,"S22W49(671"",-426"")",/,/,/,/,-
685,2021.09.28,12878,"S22E10(-154"",-461"")",/β,/Cro,/0030,/06,-
686,2021.09.28,12879,"N13W43(638"",133"")",/-,/---,/----,/--,-
687,2021.09.29,12871,"S28W66(773"",-487"")",α/βγ,Hrx/Cso,0030/0070,01/06,- / C1.6(05:54)
688,2021.09.29,12877,"S18W41(599"",-375"")",β/β,Cro/Cro,0030/0020,10/04,C1.0(14:15)  / -
689,2021.09.29,12880,"N30E41(-545"",402"")",β/-,Cro/---,0010/----,05/--,C1.3(02:08)  / -
690,2021.09.29,12881,"N16W34(516"",172"")",α/-,Axx/---,0010/----,01/--,-
691,2021.09.29,12872,"N16W81(909"",245"")",/,/,/,/,-
692,2021.09.29,12876,"S22W66(812"",-399"")",/,/,/,/,-
693,2021.09.29,12878,"S22W07(108"",-461"")",/,/,/,/,-
694,2021.09.29,12879,"N13W59(801"",157"")",/,/,/,/,-
695,2021.09.30,12871,"S28W76(821"",-470"")",α/α,Axx/Hrx,0010/0030,01/01,-
696,2021.09.30,12877,"S16W52(727"",-329"")",βγ/β,Dai/Cro,0130/0030,14/10,C1.2(12:43)/ C1.6(22:34) C1.4(22:10)C2.8(21:46)C1.0(14:15)
697,2021.09.30,12880,"N29E32(-445"",379"")",βγ/β,Dkc/Cro,0390/0010,18/05,-
698,2021.09.30,12881,"N16W45(653"",186"")",α/α,Axx/Axx,0010/0010,01/01,-
699,2021.09.30,12872,"N16W91(920"",264"")",/,/,/,/,-
700,2021.09.30,12876,"S22W77(865"",-379"")",/,/,/,/,-
701,2021.09.30,12878,"S23W14(214"",-473"")",/,/,/,/,-
702,2021.09.30,12879,"N13W71(883"",178"")",/,/,/,/,-
703,2021.10.01,12877,"S18W59(782"",-349"")",βγ/βγ,Dao/Dai,0200/0130,13/14,- / C1.2(12:43)
704,2021.10.01,12880,"N32E23(-318"",418"")",β/βγ,Dao/Dkc,0210/0390,13/18,-
705,2021.10.01,12871,"S28W86(843"",-453"")",/α,/Axx,/0010,/01,-
706,2021.10.01,12876,"S22W87(886"",-361"")",/,/,/,/,-
707,2021.10.01,12878,"S23W24(359"",-467"")",/,/,/,/,-
708,2021.10.01,12879,"N13W80(919"",195"")",/,/,/,/,-
709,2021.10.01,12881,"N16W54(746"",199"")",/α,/Axx,/0010,/01,-
710,2021.10.02,12877,"S20W81(889"",-341"")",βγ/βγ,Dao/Dao,0200/0200,04/13,C1.6(22:23)  / -
711,2021.10.02,12880,"N30E02(-29"",381"")",β/β,Dho/Dao,0260/0210,04/13,-
712,2021.10.02,12878,"S23W45(625"",-445"")",/,/,/,/,-
713,2021.10.02,12879,"N13W91(933"",216"")",/,/,/,/,-
714,2021.10.02,12881,"N16W75(890"",235"")",/,/,/,/,-
715,2021.10.03,12877,"S20W91(900"",-323"")",β/βγ,Dao/Dao,0150/0200,02/04,C1.8(07:07)/ C1.6(22:23)
716,2021.10.03,12880,"N32W09(127"",414"")",β/β,Eso/Dho,0230/0260,03/04,-
717,2021.10.03,12878,"S23W59(757"",-424"")",/,/,/,/,-
718,2021.10.03,12881,"N16W89(921"",260"")",/,/,/,/,-
719,2021.10.04,12877,"S21W91(894"",-339"")",α/β,Hsx/Dao,0030/0150,01/02,- / C1.8(07:07)
720,2021.10.04,12880,"N31W20(282"",404"")",β/β,Dso/Eso,0230/0230,06/03,-
721,2021.10.04,12882,"N14E63(-830"",182"")",α/-,Hax/---,0180/----,01/--,-
722,2021.10.04,12878,"S23W73(844"",-401"")",/,/,/,/,-
723,2021.10.04,12881,"N16W91(921"",264"")",/,/,/,/,-
724,2021.10.05,12880,"N31W31(424"",412"")",β/β,Eso/Dso,0160/0230,08/06,-
725,2021.10.05,12882,"N16E54(-747"",202"")",α/α,Hhx/Hax,0250/0180,01/01,-
726,2021.10.05,12878,"S23W84(878"",-382"")",/,/,/,/,-
727,2021.10.06,12880,"N31W44(573"",426"")",β/β,Cso/Eso,0120/0160,06/08,-
728,2021.10.06,12882,"N16E40(-594"",184"")",α/α,Hsx/Hhx,0200/0250,01/01,-
729,2021.10.06,12878,"S23W91(882"",-370"")",/,/,/,/,-
730,2021.10.07,12880,"N32W61(713"",462"")",α/β,Hrx/Cso,0020/0120,01/06,-
731,2021.10.07,12882,"N16E31(-476"",176"")",βγ/α,Cso/Hsx,0240/0200,01/01,C5.5(02:35)  / -
732,2021.10.08,12882,"N17E17(-269"",183"")",βγ/βγ,Dso/Cso,0230/0240,03/01,C1.9(11:01)/ C5.5(02:35)
733,2021.10.08,12880,"N31W75(795"",468"")",/α,/Hrx,/0020,/01,-
734,2021.10.09,12882,"N20W01(15"",229"")",βγ/βγ,Dso/Dso,0240/0230,03/03,M1.6(06:19)/ C2.7(19:19) C1.9(11:01)
735,2021.10.09,12880,"N31W91(823"",493"")",/,/,/,/,-
736,2021.10.10,12882,"N17W15(238"",184"")",βγ/βγ,Dho/Dso,0280/0240,04/03,- / M1.6(06:19)
737,2021.10.11,12882,"N18W25(387"",208"")",β/βγ,Dho/Dho,0260/0280,04/04,-
738,2021.10.11,12883,"N27W71(810"",404"")",β/-,Bxo/---,0030/----,02/--,-
739,2021.10.11,12884,"S20W38(557"",-403"")",β/-,Bxo/---,0010/----,02/--,-
740,2021.10.12,12882,"N16W42(620"",192"")",β/β,Dho/Dho,0250/0260,03/04,-
741,2021.10.12,12883,"N27W88(856"",430"")",α/β,Axx/Bxo,0010/0030,01/02,-
742,2021.10.12,12884,"S20W54(732"",-383"")",α/β,Axx/Bxo,0010/0010,01/02,-
743,2021.10.13,12882,"N17W56(764"",226"")",βγ/β,Dho/Dho,0270/0250,05/03,C1.0(18:29)  / -
744,2021.10.13,12883,"N26W91(864"",420"")",α/α,Axx/Axx,0010/0010,01/01,-
745,2021.10.13,12884,"S20W68(838"",-362"")",/α,/Axx,/0010,/01,-
746,2021.10.14,12882,"N17W69(859"",246"")",β/βγ,Cho/Dho,0250/0270,04/05,- / C1.3(22:02)
747,2021.10.14,12885,"N15W81(918"",232"")",β/-,Cro/---,0020/----,03/--,C1.8(02:54) C2.2(01:24) / -
748,2021.10.14,12884,"S20W81(892"",-341"")",/,/,/,/,-
749,2021.10.15,12882,"N15W82(920"",234"")",β/β,Cho/Cho,0250/0250,03/04,-
750,2021.10.15,12885,"N15W91(929"",249"")",α/β,Axx/Cro,0010/0020,01/03,- / C1.8(02:54) C2.2(01:24)
751,2021.10.15,12884,"S20W91(903"",-325"")",/,/,/,/,-
752,2021.10.16,12882,"N15W90(929"",247"")",α/β,Hhx/Cho,0250/0250,01/03,-
753,2021.10.16,12885,"N15W91(929"",249"")",/α,/Axx,/0010,/01,-
754,2021.10.17,12882,"N15W91(929"",249"")",α/α,Hsx/Hhx,0120/0250,01/01,-
755,2021.10.19,12886,"S19E54(-738"",-364"")",α/-,Hsx/---,0170/----,01/--,-
756,2021.10.20,12886,"S19E33(-497"",-385"")",α/α,Hsx/Hsx,0185/0170,01/01,-
757,2021.10.21,12886,"S19E22(-342"",-392"")",α/α,Hsx/Hsx,0130/0185,01/01,-
758,2021.10.22,12886,"S19E11(-174"",-395"")",α/α,Hsx/Hsx,0100/0130,01/01,-
759,2021.10.23,12886,"S19W04(63"",-395"")",α/α,Hsx/Hsx,0100/0100,01/01,-
760,2021.10.23,12887,"S24E51(-686"",-441"")",β/-,Dao/---,0150/----,07/--,-
761,2021.10.24,12886,"S19W16(252"",-391"")",α/α,Hsx/Hsx,0120/0100,01/01,-
762,2021.10.24,12887,"S26E39(-547"",-481"")",β/β,Dki/Dao,0420/0150,11/07,-
763,2021.10.25,12886,"S19W29(443"",-383"")",α/α,Hsx/Hsx,0110/0120,01/01,-
764,2021.10.25,12887,"S25E26(-384"",-475"")",β/β,Dki/Dki,0440/0420,14/11,-
765,2021.10.25,12888,"S15E52(-736"",-299"")",α/-,Hsx/---,0020/----,01/--,-
766,2021.10.26,12886,"S19W40(588"",-373"")",α/α,Hsx/Hsx,0110/0110,01/01,-
767,2021.10.26,12887,"S26E16(-239"",-494"")",βγ/β,Dki/Dki,0330/0440,20/14,C1.9(00:12)  / -
768,2021.10.26,12888,"S14E40(-603"",-294"")",α/α,Axx/Hsx,0010/0020,01/01,-
769,2021.10.26,12889,"S25E47(-641"",-458"")",β/-,Bxo/---,0010/----,03/--,C1.8(14:29) C2.3(04:27) / -
770,2021.10.26,12890,"S19W22(343"",-386"")",β/-,Bxo/---,0010/----,06/--,-
771,2021.10.27,12886,"S20W52(716"",-376"")",α/α,Hsx/Hsx,0100/0110,01/01,-
772,2021.10.27,12887,"S26E04(-60"",-495"")",β/βγ,Dhi/Dki,0370/0330,20/20,C1.1(13:35) C2.3(12:11)C2.8(09:50)C1.7(08:44)C1.5(07:01)C8.5(05:47)C3.1(05:41)C2.9(05:22)C1.0(03:50) / -
773,2021.10.27,12888,"S13E27(-428"",-287"")",α/α,Axx/Axx,0010/0010,01/01,-
774,2021.10.27,12889,"S23E32(-472"",-440"")",β/β,Bxo/Bxo,0020/0010,04/03,C1.6(11:49)  / -
775,2021.10.27,12890,"S18W36(541"",-360"")",β/β,Cro/Bxo,0040/0010,05/06,-
776,2021.10.27,12891,"N20E67(-836"",299"")",/-,Dso/---,0280/----,B/--,C1.5(10:14)  / -
777,2021.10.28,12886,"S19W66(835"",-344"")",α/α,Hsx/Hsx,0090/0100,01/01,-
778,2021.10.28,12887,"S26W07(106"",-494"")",βγ/β,Dhi/Dhi,0250/0370,26/20,X1.0(15:17)C3.8(13:46)C3.3(13:15)M2.2(10:19)C1.1(09:56)M1.4(07:30)C1.2(01:32)/ C1.1(22:35) C1.6(22:07)C1.1(21:53)C1.1(13:35)C2.3(12:11)
779,2021.10.28,12889,"S24E20(-302"",-460"")",β/β,Bxo/Bxo,0040/0020,06/04,- / C1.6(11:49)
780,2021.10.28,12890,"S18W50(705"",-346"")",β/β,Bxo/Cro,0030/0040,04/05,-
781,2021.10.28,12891,"N17E56(-767"",239"")",β/,Cao/Dso,0250/0280,04/B,C3.1(18:07)C2.2(12:26)/ C2.1(20:44) C2.1(18:48)C1.4(17:57)C1.5(10:14)
782,2021.10.28,12888,"S12E15(-245"",-275"")",/α,/Axx,/0010,/01,-
783,2021.10.29,12886,"S19W79(896"",-327"")",α/α,Hsx/Hsx,0100/0090,01/01,-
784,2021.10.29,12887,"S26W19(283"",-489"")",βγ/βγ,Dkc/Dhi,0320/0250,28/26,C2.5(13:20)C1.1(07:26)C1.5(21:02)/ X1.0(15:17) C3.8(13:46)C3.3(13:15)M2.2(10:19)C1.1(09:56)M1.4(07:30)
785,2021.10.29,12889,"S23E06(-93"",-448"")",β/β,Bxo/Bxo,0030/0040,04/06,-
786,2021.10.29,12890,"S18W63(819"",-331"")",β/β,Bxo/Bxo,0030/0030,03/04,-
787,2021.10.29,12891,"N18E45(-651"",246"")",β/β,Cai/Cao,0220/0250,10/04,C1.5(11:18)C5.9(06:00)C4.8(05:43)M1.5(02:22)/ C3.1(19:34) C3.1(18:07)C2.2(12:26)C1.2(12:09)
788,2021.10.29,12888,"S12E01(-16"",-277"")",/,/,/,/,-
789,2021.10.30,12886,"S19W91(912"",-312"")",α/α,Hsx/Hsx,0100/0100,01/01,-
790,2021.10.30,12887,"S26W35(499"",-479"")",βγ/βγ,Dhi/Dkc,0250/0320,22/28,C1.0(21:22) C1.1(09:32)C1.0(09:14) / -
791,2021.10.30,12889,"S23W11(170"",-446"")",β/β,Bxo/Bxo,0010/0030,03/04,-
792,2021.10.30,12891,"N17E27(-421"",218"")",β/β,Dki/Cai,0350/0220,16/10,C1.2(16:18) C3.1(15:12)C9.0(13:33)C1.6(09:59)C1.6(09:47)C3.9(03:07) / -
793,2021.10.30,12888,"S12W15(245"",-272"")",/,/,/,/,-
794,2021.10.30,12890,"S18W78(899"",-312"")",/β,/Bxo,/0030,/03,-
795,2021.10.31,12887,"S28W45(604"",-499"")",βγ/βγ,Dso/Dhi,0210/0250,13/22,-
796,2021.10.31,12889,"S23W22(334"",-441"")",α/β,Axx/Bxo,0010/0010,01/03,-
797,2021.10.31,12891,"N16E17(-272"",198"")",β/β,Eac/Dki,0240/0350,20/16,-
798,2021.10.31,12892,"N27W27(392"",379"")",β/-,Bxo/---,0010/----,02/--,-
799,2021.10.31,12888,"S12W27(430"",-265"")",/,/,/,/,-
800,2021.10.31,12890,"S18W90(918"",-297"")",/,/,/,/,-
801,2021.11.01,12887,"S28W59(732"",-486"")",β/βγ,Cso/Dso,0150/0210,08/13,-
802,2021.11.01,12889,"S24W33(482"",-448"")",α/α,Axx/Axx,0000/0010,01/01,-
803,2021.11.01,12891,"N17E04(-64"",213"")",β/β,Dac/Eac,0200/0240,20/20,-
804,2021.11.01,12892,"N26W41(571"",374"")",β/β,Bxo/Bxo,0010/0010,03/02,-
805,2021.11.01,12893,"N16E58(-789"",229"")",α/-,Hsx/---,0120/----,01/--,-
806,2021.11.01,12888,"S12W41(622"",-254"")",/,/,/,/,-
807,2021.11.02,12887,"S27W76(836"",-453"")",βγ/β,Cso/Cso,0160/0150,05/08,C9.0(12:55)M1.7(02:57)  / -
808,2021.11.02,12891,"N16W09(146"",199"")",β/β,Dai/Dac,0230/0200,17/20,C2.0(07:37)  / -
809,2021.11.02,12893,"N15E45(-662"",201"")",α/α,Hsx/Hsx,0180/0120,01/01,-
810,2021.11.02,12888,"S12W55(776"",-240"")",/,/,/,/,-
811,2021.11.02,12889,"S24W47(647"",-437"")",/α,/Axx,/0000,/01,-
812,2021.11.02,12892,"N26W55(713"",387"")",/β,/Bxo,/0010,/03,-
813,2021.11.03,12887,"S26W90(868"",-422"")",α/βγ,Hax/Cso,0120/0160,01/05,- / M1.7(02:57)
814,2021.11.03,12891,"N16W25(394"",206"")",β/β,Dai/Dai,0120/0230,10/17,- / C2.0(07:37)
815,2021.11.03,12893,"N16E32(-494"",210"")",α/α,Hsx/Hsx,0160/0180,01/01,-
816,2021.11.03,12888,"S12W69(884"",-225"")",/,/,/,/,-
817,2021.11.03,12889,"S24W61(773"",-423"")",/,/,/,/,-
818,2021.11.03,12892,"N26W69(812"",401"")",/,/,/,/,-
819,2021.11.04,12887,"S25W91(876"",-406"")",α/α,Hsx/Hax,0040/0120,02/01,-
820,2021.11.04,12891,"N16W38(574"",215"")",β/β,Dao/Dai,0100/0120,07/10,-
821,2021.11.04,12893,"N17E18(-287"",221"")",α/α,Hsx/Hsx,0160/0160,02/01,-
822,2021.11.04,12888,"S12W83(939"",-208"")",/,/,/,/,-
823,2021.11.04,12889,"S24W75(854"",-408"")",/,/,/,/,C1.0(12:25)/ C5.2(20:56)
824,2021.11.04,12892,"N26W83(863"",415"")",/,/,/,/,-
825,2021.11.05,12891,"N16W52(734"",227"")",βδ/β,Cao/Dao,0090/0100,07/07,-
826,2021.11.05,12893,"N17E05(-80"",220"")",α/α,Hsx/Hsx,0120/0160,01/02,-
827,2021.11.05,12888,"S12W91(945"",-199"")",/,/,/,/,-
828,2021.11.05,12889,"S24W89(883"",-393"")",/,/,/,/,-
829,2021.11.05,12892,"N26W91(869"",424"")",/,/,/,/,-
830,2021.11.06,12891,"N16W63(830"",238"")",β/βδ,Dro/Cao,0030/0090,06/07,-
831,2021.11.06,12893,"N17W07(113"",222"")",β/α,Cso/Hsx,0150/0120,03/01,-
832,2021.11.06,12894,"S27E54(-699"",-472"")",α/-,Hsx/---,0100/----,01/--,-
833,2021.11.07,12891,"N16W76(903"",252"")",α/β,Axx/Dro,0010/0030,01/06,-
834,2021.11.07,12893,"N16W20(319"",211"")",α/β,Hsx/Cso,0140/0150,04/03,-
835,2021.11.07,12894,"S27E43(-589"",-480"")",β/α,Cso/Hsx,0180/0100,06/01,-
836,2021.11.08,12893,"N18W34(516"",252"")",α/α,Hsx/Hsx,0120/0140,04/04,-
837,2021.11.08,12894,"S27E30(-432"",-486"")",β/β,Cso/Cso,0120/0180,04/06,-
838,2021.11.08,12891,"N16W89(930"",265"")",/α,/Axx,/0010,/01,-
839,2021.11.09,12893,"N18W45(653"",260"")",α/α,Hsx/Hsx,0110/0120,01/04,-
840,2021.11.09,12894,"S26E16(-240"",-475"")",β/β,Cso/Cso,0150/0120,04/04,-
841,2021.11.09,12895,"N26E38(-537"",383"")",β/-,Dao/---,0050/----,06/--,-
842,2021.11.10,12893,"N16W59(799"",239"")",α/α,Hsx/Hsx,0130/0110,01/01,-
843,2021.11.10,12894,"S30E02(-29"",-534"")",α/β,Hsx/Cso,0150/0150,02/04,-
844,2021.11.10,12895,"N24E24(-361"",347"")",β/β,Dso/Dao,0130/0050,07/06,-
845,2021.11.11,12893,"N16W72(886"",250"")",α/α,Hsx/Hsx,0130/0130,01/01,-
846,2021.11.11,12894,"S26W11(166"",-473"")",α/α,Hsx/Hsx,0150/0150,01/02,-
847,2021.11.11,12895,"N24E09(-139"",345"")",β/β,Dso/Dso,0130/0130,05/07,-
